X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-09-25 21:55:07	2024-09-12	KVHI	Kvh Industries Inc de	Deckoff Stephen H	Dir, 10%	P - Purchase	$4.47	+50,200	3,374,028	+2%	+$224,158				
M	2024-09-25 20:22:30	2024-09-23	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	$32.95	+42,825	20,338,465	0%	+$1,410,992				
M	2024-09-25 18:36:19	2024-09-23	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	$6.75	+533,814	2,702,593	+25%	+$3,601,074				
	2024-09-25 18:19:48	2024-09-23	INFU	Infusystem Holdings, Inc	Eichenbaum Kenneth D.	Dir	P - Purchase	$5.89	+4,000	4,000	New	+$23,560				
	2024-09-25 17:13:00	2024-09-23	WYY	Widepoint Corp	Garfinkle Philip N	Dir	P - Purchase	$3.28	+1,000	155,631	+1%	+$3,280				
	2024-09-25 17:00:04	2024-09-23	MEI	Methode Electronics Inc	Lindsey Mary A	Dir	P - Purchase	$11.38	+8,800	37,586	+31%	+$100,108				
M	2024-09-25 16:46:39	2024-09-23	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.75	+10,000	1,750,598	+1%	+$7,500				
D	2024-09-25 16:45:04	2024-09-23	FBIO	Fortress Biotech, Inc.	Rosenwald Lindsay A Md	Pres, CEO, COB, 10%	P - Purchase	$1.84	+763,359	3,657,264	+26%	+$1,404,581				
	2024-09-25 16:44:28	2024-09-23	ACIC	American Coastal Insurance Corp	Hogan Michael	Dir	P - Purchase	$11.37	+8,000	356,754	+2%	+$90,928				
	2024-09-25 16:29:11	2024-09-25	TGEN	Tecogen Inc.	Hatsopoulos John	Dir	P - Purchase	$0.86	+10,000	978,951	+1%	+$8,597				
M	2024-09-25 16:27:53	2024-09-23	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.59	+23,000	8,851,043	0%	+$151,631				
D	2024-09-25 16:00:07	2024-09-23	NANX	Nanophase Technologies Corp	Cureton Kevin	COO	P - Purchase	$1.49	+4,716	192,212	+3%	+$7,005				
DM	2024-09-25 16:00:04	2024-09-23	NANX	Nanophase Technologies Corp	Whitmore R Janet	Dir	P - Purchase	$1.59	+49,900	2,003,809	+3%	+$79,551				
	2024-09-25 13:56:22	2024-09-19	UTGN	Utg Inc	Willis Casey Jonathan	VP	P - Purchase	$28.50	+6	10,000	0%	+$171				
	2024-09-25 12:20:17	2024-09-24	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$955.91	+12	1,085,458	0%	+$11,471				
	2024-09-25 12:16:03	2024-09-24	AUGG	Augusta Gold Corp.	Augusta Investments Inc.	10%	P - Purchase	$0.71	+15,000	25,452,888	0%	+$10,650				
A	2024-09-25 11:26:57	2024-09-13	ASLE	Aersale Corp	Wright Frederick Craig	See Remarks	P - Purchase	$5.25	+4,000	198,058	+2%	+$20,997				
	2024-09-25 09:19:44	2024-09-24	PFBX	Peoples Financial Corp /ms/	Stilwell Joseph	10%	P - Purchase	$17.20	+19,112	640,164	+3%	+$328,726				
M	2024-09-25 09:15:12	2024-09-23	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$0.98	+1,100	876,614	0%	+$1,082				
	2024-09-25 07:30:20	2024-09-24	BHVN	Biohaven Ltd.	Bailey Gregory	Dir	P - Purchase	$44.19	+5,000	1,620,071	0%	+$220,966				
D	2024-09-24 21:09:30	2024-09-20	BNZI	Banzai International, Inc.	Alco Investment Co	10%	P - Purchase	$3.89	+282,420	330,340	+589%	+$1,098,614				
M	2024-09-24 18:56:35	2024-09-20	PMN	Promis Neurosciences Inc.	Shafmaster Madge K.	Dir	P - Purchase	$1.28	+200,000	208,333	>999%	+$255,750				
M	2024-09-24 18:38:51	2024-09-20	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$31.83	+515,000	23,217,398	+2%	+$16,391,491				
	2024-09-24 17:26:24	2024-09-23	TCRX	Tscan Therapeutics, Inc.	Klencke Barbara	Dir	P - Purchase	$5.29	+5,000	70,000	+8%	+$26,450				
	2024-09-24 17:19:09	2024-09-24	AXR	Amrep Corp.	Dahl James H	10%	P - Purchase	$30.75	+3,000	927,795	0%	+$92,250				
	2024-09-24 17:14:46	2024-09-24	RZLT	Rezolute, Inc.	Hogenhuis Wladimir	Dir	P - Purchase	$4.70	+4,259	41,767	+11%	+$20,017				
	2024-09-24 16:58:31	2024-09-20	STRM	Streamline Health Solutions Inc.	Stilwill Benjamin Louis	Pres, CEO	P - Purchase	$0.16	+6,300	611,628	+1%	+$1,008				
	2024-09-24 16:57:13	2024-09-20	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	$44.71	+2,226	268,307	+1%	+$99,524				
	2024-09-24 16:55:56	2024-09-20	TSQ	Townsquare Media, Inc.	Kaplan Stephen A	Dir	P - Purchase	$10.41	+50,000	137,808	+57%	+$520,500				
	2024-09-24 16:31:06	2024-09-20	AB	Alliancebernstein Holding L.P.	Equitable Holdings, Inc.	See Remarks	P - Purchase	$34.18	+500,000	4,511,194	+12%	+$17,091,700				
	2024-09-24 16:30:06	2024-09-20	SER	Serina Therapeutics, Inc.	Bailey Gregory	Dir	P - Purchase	$6.03	+1,137	63,377	+2%	+$6,851				
M	2024-09-24 16:15:39	2024-09-23	FRZA	Forza X1, Inc.	Dickerson Michael Patrick	Interim CFO, AO	P - Purchase	$0.29	+1,363	50,000	+3%	+$390				
	2024-09-24 16:11:15	2024-09-20	ACNT	Ascent Industries Co.	Pan Anthony X	VP, Sales, Bus. Development	P - Purchase	$9.42	+2,000	10,570	+23%	+$18,840				
	2024-09-24 16:04:18	2024-09-20	CRBP	Corbus Pharmaceuticals Holdings, Inc.	Cormorant Asset Management, LP	10%	P - Purchase	$20.01	+350,000	2,375,000	+17%	+$7,003,761				
	2024-09-24 16:01:08	2024-09-20	CAPR	Capricor Therapeutics, Inc.	Nippon Shinyaku Co Ltd	10%	P - Purchase	$5.36	+2,798,507	7,090,351	+65%	+$14,999,998				
	2024-09-24 15:28:13	2024-09-20	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$10.31	+70,000	799,208	+10%	+$721,472				
	2024-09-24 14:51:37	2024-09-19	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$8.91	+297,443	743,245	+67%	+$2,649,148				
	2024-09-24 14:25:58	2024-09-20	EMYB	Embassy Bancorp, Inc.	Lobach David M Jr	COB, Pres, CEO	P - Purchase	$15.79	+150	527,908	0%	+$2,369				
	2024-09-24 13:58:51	2024-09-10	REED	Reed'S, Inc.	Union Square Park Capital Management, LLC	10%	P - Purchase	$1.50	+531,205	1,230,699	+76%	+$796,808				
	2024-09-24 12:25:31	2024-09-18	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$7.79	+128,130	488,130	+36%	+$997,896				
	2024-09-24 12:00:28	2024-09-17	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$7.12	+346,736	420,000	+473%	+$2,469,387				
	2024-09-24 11:51:12	2024-09-23	NEWT	Newtekone, Inc.	Sloane Barry	COB, CEO	P - Purchase	$11.75	+40,134	1,147,323	+4%	+$471,560				
	2024-09-24 11:32:45	2024-09-23	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$943.31	+12	1,085,446	0%	+$11,320				
	2024-09-24 10:26:31	2024-09-20	ACNT	Ascent Industries Co.	Kitchen John Bryan	CEO	P - Purchase	$8.61	+11,170	50,841	+28%	+$96,174				
	2024-09-24 10:00:23	2024-09-20	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.82	+71,422	15,575,507	0%	+$58,859				
	2024-09-24 09:03:38	2024-09-23	FCF	First Commonwealth Financial Corp /pa/	McCuen Michael P	EVP, Chief Lending Officer	P - Purchase	$16.99	+2,919	57,623	+5%	+$49,594				
	2024-09-24 08:31:58	2024-09-23	ARQ	Arq, Inc.	Rasmus Robert E.	CEO	P - Purchase	$5.25	+25,000	978,571	+3%	+$131,250				
	2024-09-23 21:37:54	2024-09-19	CRMT	Americas Carmart Inc	Morris Dawn C	Dir	P - Purchase	$43.00	+116	2,562	+5%	+$4,988				
	2024-09-23 20:09:21	2024-09-23	PODC	Podcastone, Inc.	Ellin Robert S	Exec COB	P - Purchase	$1.87	+5,000	995,414	+1%	+$9,350				
D	2024-09-23 18:00:03	2024-09-19	NANX	Nanophase Technologies Corp	Whitmore R Janet	Dir	P - Purchase	$1.56	+2,200	1,953,909	0%	+$3,434				
	2024-09-23 17:54:46	2024-09-19	SOC	Sable Offshore Corp.	Pilgrim Global Icav	10%	P - Purchase	$20.00	+750,000	8,791,001	+9%	+$15,000,000				
	2024-09-23 17:20:51	2024-09-19	BASE	Couchbase, Inc.	Anderson Edward T	Dir	P - Purchase	$14.16	+21,080	4,762,158	0%	+$298,484				
M	2024-09-23 17:20:30	2024-09-19	PET	Wag! Group Co.	Szabo John P Jr	10%	P - Purchase	$0.94	+250,000	4,410,000	+6%	+$234,066				
M	2024-09-23 17:19:01	2024-09-20	CDXS	Codexis, Inc.	Opaleye Management Inc.	10%	P - Purchase	$3.01	+1,100,000	8,685,000	+15%	+$3,308,035				
	2024-09-23 17:00:04	2024-09-20	PODC	Podcastone, Inc.	Merriman D Jonathan	Dir	P - Purchase	$1.89	+14,000	342,418	+4%	+$26,440				
	2024-09-23 16:53:21	2024-09-20	WYY	Widepoint Corp	Kang Jin	CEO	P - Purchase	$3.47	+2,000	623,051	0%	+$6,930				
M	2024-09-23 16:50:30	2024-08-05	BTM	Bitcoin Depot Inc.	Paul Andrew Mitchell	10%	P - Purchase	$1.65	+155,786	3,062,762	+5%	+$257,817				
	2024-09-23 16:28:31	2024-09-19	CRMT	Americas Carmart Inc	Peterson Adam K	10%	P - Purchase	$43.00	+813,953	1,582,363	+106%	+$34,999,979				
A	2024-09-23 16:24:09	2024-09-06	NUTX	Cardio Diagnostics Holdings, Inc.	Dogan Timur	CTO	P - Purchase	$0.29	+68,965	197,310	+54%	+$20,000				
	2024-09-23 16:13:20	2024-09-20	CODI	Compass Diversified Holdings	Maciariello Patrick A	See Remark (a)	P - Purchase	$21.87	+5,000	228,518	+2%	+$109,350				
M	2024-09-23 14:57:03	2024-09-19	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.76	+10,000	1,740,598	+1%	+$7,550				
M	2024-09-23 13:19:39	2024-08-22	SPFX	Standard Premium Finance Holdings, Inc.	Hoechner Carl Christian	Dir	P - Purchase	$1.69	+924	172,000	+1%	+$1,561				
	2024-09-23 12:44:43	2024-09-19	FMBM	F&m Bank Corp	Wray Peter H	Dir	P - Purchase	$23.48	+255	5,996	+4%	+$5,987				
	2024-09-23 12:39:33	2024-09-19	FMBM	F&m Bank Corp	Withers Dean W	Dir	P - Purchase	$23.48	+255	50,196	+1%	+$5,987				
	2024-09-23 12:34:36	2024-09-19	FMBM	F&m Bank Corp	Willingham John A.	Dir	P - Purchase	$23.48	+255	17,483	+1%	+$5,987				
	2024-09-23 12:27:40	2024-09-19	FMBM	F&m Bank Corp	Thomas Daphyne S.	Dir	P - Purchase	$23.48	+255	629	+68%	+$5,987				
	2024-09-23 12:18:18	2024-09-19	FMBM	F&m Bank Corp	Runion Christopher S.	Dir	P - Purchase	$23.48	+255	7,199	+4%	+$5,987				
	2024-09-23 12:08:16	2024-09-19	FMBM	F&m Bank Corp	Keeler Anne B	Dir	P - Purchase	$23.48	+255	1,576	+19%	+$5,987				
	2024-09-23 12:03:58	2024-09-19	FMBM	F&m Bank Corp	Hutman Hannah W.	Dir	P - Purchase	$23.48	+255	1,846	+16%	+$5,987				
	2024-09-23 11:47:20	2024-09-19	FMBM	F&m Bank Corp	Burkholder Edward Ray	Dir	P - Purchase	$23.48	+340	174,725	0%	+$7,983				
	2024-09-23 11:34:10	2024-09-20	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$916.65	+12	1,085,434	0%	+$11,000				
	2024-09-23 09:57:15	2024-09-20	NEWT	Newtekone, Inc.	Salute Richard J	Dir	P - Purchase	$11.73	+500	33,117	+2%	+$5,865				
	2024-09-23 09:30:55	2024-09-20	YORW	York Water Co	Rasmussen Steven R	Dir	P - Purchase	$39.14	+26	4,192	+1%	+$1,000				
	2024-09-23 08:30:24	2024-09-20	PODC	Podcastone, Inc.	Ellin Robert S	Exec COB	P - Purchase	$1.89	+17,000	990,414	+2%	+$32,181				
	2024-09-23 07:55:39	2024-09-09	ANKM	Ankam, Inc.	Wang Wen Lung	Pres, Sec, Treas, CEO, CFO, 10%	P - Purchase	$0.14	+982,667	982,667	New	+$141,111				
	2024-09-23 06:30:52	2024-09-20	HPK	Highpeak Energy, Inc.	Hightower Jack	CEO, 10%	P - Purchase	$15.54	+100,000	86,200,645	0%	+$1,554,000				
	2024-09-20 20:43:58	2024-09-19	CRMT	Americas Carmart Inc	Welch Joshua G	Dir	P - Purchase	$43.00	+23,255	148,955	+19%	+$999,965				
	2024-09-20 20:43:30	2024-09-19	CRMT	Americas Carmart Inc	Buba Jonathan Z	Dir	P - Purchase	$43.00	+232,558	544,686	+75%	+$9,999,994				
	2024-09-20 20:43:16	2024-09-19	CRMT	Americas Carmart Inc	Bordelon Ann G.	Dir	P - Purchase	$43.00	+1,232	5,003	+33%	+$52,976				
M	2024-09-20 18:59:29	2024-09-18	SER	Serina Therapeutics, Inc.	Bailey Gregory	Dir	P - Purchase	$6.13	+14,388	62,240	+30%	+$88,257				
M	2024-09-20 18:40:01	2024-09-18	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	$33.46	+26,801	20,252,556	0%	+$896,691				
M	2024-09-20 18:34:18	2024-09-18	ZBIO	Zenas Biopharma, Inc.	Moulder Leon O Jr	CEO	P - Purchase	$18.04	+20,000	1,833,194	+1%	+$360,820				
M	2024-09-20 18:08:35	2024-09-18	AUGG	Augusta Gold Corp.	Augusta Investments Inc.	10%	P - Purchase	$0.63	+22,000	25,437,888	0%	+$13,860				
	2024-09-20 17:22:19	2024-09-18	BMNM	Bimini Capital Management, Inc.	Haas G Hunter IV	CFO, 10%	P - Purchase	$0.97	+340	1,198,246	0%	+$330				
	2024-09-20 17:20:17	2024-09-18	INIS	International Isotopes Inc	Grosso Christopher G	Dir	P - Purchase	$0.03	+800,000	51,108,545	+2%	+$24,000				
M	2024-09-20 17:06:37	2024-09-18	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.63	+53,400	8,828,043	+1%	+$354,119				
	2024-09-20 16:42:45	2024-09-12	EQBK	Equity Bancshares Inc	Borck Leon	Dir	P - Purchase	$38.77	+1,467	32,977	+5%	+$56,876				
D	2024-09-20 16:42:30	2024-09-18	CASY	Caseys General Stores Inc	Spanos Mike	Dir	P - Purchase	$376.18	+267	2,594	+11%	+$100,440				
	2024-09-20 16:39:00	2024-09-18	MIRM	Mirum Pharmaceuticals, Inc.	Heron Patrick J	Dir	P - Purchase	$37.40	+115	3,729,220	0%	+$4,301				
	2024-09-20 16:30:05	2024-09-18	GPUS	Hyperscale Data, Inc.	Ault Milton C III	Exec COB, 10%	P - Purchase	$0.23	+10,000	144,490	+7%	+$2,255				
M	2024-09-20 16:14:45	2024-09-12	EQBK	Equity Bancshares Inc	Everett Junetta M	Dir	P - Purchase	$42.07	+2,190	12,003	+22%	+$92,141				
M	2024-09-20 16:08:48	2024-09-19	SOL	Emeren Group Ltd	Shah Capital Management	COB, 10%	P - Purchase	$2.23	+50,360	18,748,862	0%	+$112,278				
	2024-09-20 16:02:45	2024-09-20	NEWT	Newtekone, Inc.	Mulia Salvatore Francis	Dir	P - Purchase	$11.72	+500	45,791	+1%	+$5,860				
	2024-09-20 16:01:10	2024-09-18	CACC	Credit Acceptance Corp	Prescott General Partners LLC	Member of Section 13(d) Group, 10%	P - Purchase	$446.13	+4,000	1,552,428	0%	+$1,784,530				
	2024-09-20 16:01:02	2024-09-19	CODI	Compass Diversified Holdings	Keller Stephen	See Remark (a)	P - Purchase	$21.63	+5,000	10,340	+94%	+$108,150				
	2024-09-20 15:45:54	2024-09-19	NBBK	Nb Bancorp, Inc.	Evangelista Paul A	EVP, Dir Spec. Bank. Ctr.	P - Purchase	$18.73	+500	30,965	+2%	+$9,365				
	2024-09-20 15:45:16	2024-09-19	NBBK	Nb Bancorp, Inc.	Montgomery Kenneth C.	Dir	P - Purchase	$18.62	+100	100	New	+$1,862				
	2024-09-20 15:43:23	2024-09-19	BLFY	Blue Foundry Bancorp	Owes Keith	Chief Risk Officer	P - Purchase	$11.02	+1,000	11,000	+10%	+$11,020				
	2024-09-20 14:59:34	2024-09-19	JANL	Janel Corp	Graves Gregory B	Dir	P - Purchase	$40.50	+100	3,082	+3%	+$4,050				
EM	2024-09-20 14:43:51	2024-09-12	CNTM	Connectm Technology Solutions, Inc.	Choudhury Mahesh	See Remarks	P - Purchase	$1.15	+18,730	220,768	+9%	+$21,623				
E	2024-09-20 14:43:14	2024-09-12	CNTM	Connectm Technology Solutions, Inc.	Panigrahi Bhaskar	See Remarks	P - Purchase	$1.12	+30,000	4,206,043	+1%	+$33,546				
	2024-09-20 12:06:37	2024-09-19	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$902.87	+12	1,085,422	0%	+$10,834				
M	2024-09-20 11:44:14	2024-09-18	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.89	+28,890	15,504,085	0%	+$25,627				
D	2024-09-20 10:03:14	2024-09-19	ECBK	Ecb Bancorp, Inc. /Md/	Lavertu Brandon	CFO	P - Purchase	$13.97	+5,000	106,072	+5%	+$69,857				
	2024-09-20 09:06:24	2024-09-16	ORI	Old Republic International Corp	Kovaleski Charles J	Dir	P - Purchase	$35.43	+114	15,384	+1%	+$4,047				
	2024-09-20 09:04:09	2024-09-13	SURG	Surgepays, Inc.	Schurfeld Richard Earl	Dir	P - Purchase	$1.50	+1,800	44,001	+4%	+$2,700				
	2024-09-20 08:30:23	2024-09-19	PODC	Podcastone, Inc.	Ellin Robert S	Exec COB	P - Purchase	$1.81	+9,055	973,414	+1%	+$16,380				
	2024-09-19 21:27:57	2024-09-19	JEF	Jefferies Financial Group Inc.	Sumitomo Mitsui Financial Group, Inc.	Dir	P - Purchase	$59.67	+9,247,081	9,247,081	New	+$551,773,323				
	2024-09-19 21:23:48	2024-09-18	THRY	Thryv Holdings, Inc.	Akhtar Amer	Dir	P - Purchase	$18.46	+1,200	20,535	+6%	+$22,152				
	2024-09-19 20:26:29	2024-09-16	SST	System1, Inc.	Cee Holdings Trust	10%	P - Purchase	$1.24	+8,412	8,768,056	0%	+$10,431				
	2024-09-19 20:21:45	2024-09-18	AURX	Nuo Therapeutics, Inc.	Sheedy Charles E	10%	P - Purchase	$0.75	+125,000	11,440,865	+1%	+$93,750				
	2024-09-19 19:17:16	2024-09-17	BRST	Broad Street Realty, Inc.	Jacoby Michael Z	CEO	P - Purchase	$0.23	+13,750	3,732,428	0%	+$3,163				
	2024-09-19 19:07:23	2024-09-18	IBO	Impact Biomedical Inc.	Dss, Inc.	10%	P - Purchase	$2.33	+1,000	1,737,482	0%	+$2,330				
M	2024-09-19 18:48:01	2024-09-17	CULP	Culp Inc	English Aron R.	10%	P - Purchase	$6.09	+240,047	1,595,840	+18%	+$1,461,583				
	2024-09-19 18:16:44	2024-09-18	CDXS	Codexis, Inc.	Opaleye Management Inc.	10%	P - Purchase	$3.16	+61,000	7,585,000	+1%	+$192,992				
A	2024-09-19 18:02:30	2024-09-18	FCUV	Focus Universal Inc.	Lee Edward Shihai	Dir, 10%	P - Purchase	$0.30	+1,000,000	9,185,000	+12%	+$300,000				
	2024-09-19 18:01:37	2024-09-18	MPW	Medical Properties Trust Inc	Pitman Elizabeth N	Dir	P - Purchase	$6.01	+8,087	76,740	+12%	+$48,603				
M	2024-09-19 17:31:42	2024-09-17	GTE	Gran Tierra Energy Inc.	Guidry Gary	Pres, CEO	P - Purchase	$6.17	+100,000	525,672	+23%	+$617,000				
DM	2024-09-19 17:30:23	2024-09-17	ECBK	Ecb Bancorp, Inc. /Md/	Citrano John A	EVP, COO	P - Purchase	$13.54	+9,650	123,166	+9%	+$130,656				
M	2024-09-19 17:08:29	2024-09-18	BCOV	Brightcove Inc	Edenbrook Capital, LLC	10%	P - Purchase	$2.00	+4,997	6,631,535	0%	+$9,994				
	2024-09-19 17:04:43	2024-09-18	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	$44.02	+5,000	266,081	+2%	+$220,100				
M	2024-09-19 17:02:04	2024-09-17	TALK	Talkspace, Inc.	Harris Ian Jiro	CFO	P - Purchase	$2.12	+70,100	397,657	+21%	+$148,566				
M	2024-09-19 17:01:41	2024-09-17	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.76	+10,000	1,730,598	+1%	+$7,580				
	2024-09-19 16:56:10	2024-09-19	YEXT	Yext, Inc.	Waugh Seth H.	Dir	P - Purchase	$6.65	+32,600	153,350	+27%	+$216,647				
D	2024-09-19 16:41:22	2024-09-16	MBCN	Middlefield Banc Corp	Zimmerly Ronald Len Jr.	CEO	P - Purchase	$28.47	+212	40,075	+1%	+$6,044				
	2024-09-19 16:33:06	2024-09-18	MEI	Methode Electronics Inc	Blom David P	Dir	P - Purchase	$10.81	+9,320	37,531	+33%	+$100,749				
D	2024-09-19 16:30:03	2024-09-19	YHNAU	Yhn Acquisition I Ltd	Yhn Partners I Ltd	10%	P - Purchase	$10.00	+250,000	1,850,000	+16%	+$2,500,000				
M	2024-09-19 16:15:39	2024-09-18	MKTW	Marketwise, Inc.	Tongue Glenn H	Dir	P - Purchase	$0.70	+15,764	279,850	+6%	+$11,019				
	2024-09-19 16:02:37	2024-09-18	EPSN	Epsilon Energy Ltd.	Stabell Jason	CEO	P - Purchase	$5.05	+74,000	573,847	+15%	+$373,700				
	2024-09-19 16:01:45	2024-09-18	EPSN	Epsilon Energy Ltd.	Williamson Andrew	CFO	P - Purchase	$5.05	+50,000	88,128	+131%	+$252,500				
A	2024-09-19 15:55:56	2024-05-13	MBCN	Middlefield Banc Corp	Zimmerly Ronald Len Jr.	CEO	P - Purchase	$22.47	+1,000	8,786	+13%	+$22,470				
M	2024-09-19 12:55:35	2024-09-18	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.30	+50,000	8,050,000	+1%	+$65,000				
	2024-09-19 11:23:35	2024-09-18	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$872.98	+12	1,085,410	0%	+$10,476				
M	2024-09-19 11:21:28	2024-09-17	FRD	Friedman Industries Inc	Taylor Mike J	Pres ,  CEO ,  Dir	P - Purchase	$13.94	+2,500	162,154	+2%	+$34,851				
M	2024-09-19 11:02:54	2024-09-17	RPHM	Reneo Pharmaceuticals, Inc.	Leonard Braden Michael	10%	P - Purchase	$1.36	+56,106	4,379,818	+1%	+$76,237				
	2024-09-19 10:46:00	2024-09-18	FRD	Friedman Industries Inc	Reichenthal Max Alan	Dir	P - Purchase	$14.00	+2,000	30,761	+7%	+$28,000				
	2024-09-19 10:44:46	2024-09-18	SRBK	Sr Bancorp, Inc.	Lebovitz Marc	Dir	P - Purchase	$10.75	+9,800	30,500	+47%	+$105,350				
M	2024-09-19 10:40:12	2024-09-17	EMYB	Embassy Bancorp, Inc.	Lobach David M Jr	COB, Pres, CEO	P - Purchase	$15.50	+500	527,758	0%	+$7,751				
E	2024-09-19 10:09:25	2024-09-18	FRAF	Franklin Financial Services Corp /pa/	Carmack Karen K	SVP	P - Purchase	$3,079.00	+1	32	+3%	+$3,079				
M	2024-09-18 20:53:50	2024-09-16	IBO	Impact Biomedical Inc.	Dss, Inc.	10%	P - Purchase	$2.65	+57,800	1,736,482	+3%	+$153,220				
D	2024-09-18 20:47:03	2024-09-18	WSC	Willscot Holdings Corp	Soultz Bradley Lee	CEO	P - Purchase	$38.97	+5,000	715,287	+1%	+$194,855				
	2024-09-18 19:27:23	2024-09-18	FCUV	Focus Universal Inc.	Wang Desheng	CEO, Dir, 10%	P - Purchase	$0.30	+1,000,000	22,729,550	+5%	+$300,000				
	2024-09-18 19:25:47	2024-09-18	FCUV	Focus Universal Inc.	Lee Edward Shihai	Pres, Dir, 10%	P - Purchase	$0.30	+1,000,000	9,185,000	+12%	+$300,000				
	2024-09-18 18:19:02	2024-09-13	ASLE	Aersale Corp	Finazzo Nicolas	See Remarks	P - Purchase	$5.36	+20,000	4,624,767	0%	+$107,122				
D	2024-09-18 18:02:36	2024-09-16	BCAX	Bicara Therapeutics Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	$18.00	+1,833,000	2,652,575	+224%	+$32,994,000				
	2024-09-18 17:25:07	2024-09-16	RVSB	Riverview Bancorp Inc	Sherman Nicole	Pres, CEO	P - Purchase	$4.82	+2,500	2,500	New	+$12,044				
D	2024-09-18 16:55:07	2023-09-07	PROP	Prairie Operating Co.	Wallis James W.	10%	P - Purchase	$3.05	+204,422	2,250,486	+10%	+$623,487				
	2024-09-18 16:45:16	2024-09-17	WYY	Widepoint Corp	Kang Jin	CEO	P - Purchase	$3.50	+1,000	621,051	0%	+$3,499				
M	2024-09-18 16:31:08	2024-09-16	OMIC	Singular Genomics Systems, Inc.	Tang Kevin	10%	P - Purchase	$14.75	+122,416	372,000	+49%	+$1,806,220				
	2024-09-18 16:26:22	2024-09-03	NICK	Nicholas Financial Inc	Krebs Charles	CFO	P - Purchase	$5.97	+2,000	4,436	+82%	+$11,940				
AM	2024-09-18 16:15:25	2023-08-16	FRZA	Forza X1, Inc.	Visconti Joseph C	Exec COB, CPO, 10%	P - Purchase	$1.00	+50,000	1,785,000	+3%	+$50,000				
D	2024-09-18 16:15:14	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Enavate Sciences Gp, LLC	10%	P - Purchase	$17.00	+882,353	3,761,359	+31%	+$15,000,001				
A	2024-09-18 16:15:10	2022-12-08	FRZA	Forza X1, Inc.	Visconti Joseph C	Exec COB, 10%	P - Purchase	$1.44	+20,000	1,735,000	+1%	+$28,700				
M	2024-09-18 16:15:05	2024-09-16	PMN	Promis Neurosciences Inc.	Gordon Michael S	10%	P - Purchase	$1.25	+93,223	2,217,185	+4%	+$116,880				
	2024-09-18 16:08:59	2024-09-16	ED	Consolidated Edison Inc	Miller Joseph	VP, Controller	P - Purchase	$105.07	+1	1,317	0%	+$97				
	2024-09-18 16:05:12	2024-09-17	SRBK	Sr Bancorp, Inc.	Orbach David M	Exec Chair	P - Purchase	$10.43	+1,000	136,419	+1%	+$10,427				
	2024-09-18 15:44:14	2024-09-16	UFCS	United Fire Group Inc	Milligan George D	Dir	P - Purchase	$20.34	+222	75,800	0%	+$4,519				
	2024-09-18 15:24:15	2024-09-16	CIA	Citizens, Inc.	Stenberg Jon	Pres, CEO	P - Purchase	$2.99	+11,934	107,487	+12%	+$35,683				
	2024-09-18 15:22:03	2024-09-16	ISBA	Isabella Bank Corp	Bourland Jill	Dir	P - Purchase	$19.95	+10	4,852	0%	+$200				
	2024-09-18 15:02:06	2024-09-13	GRNT	Granite Ridge Resources, Inc.	Miller Matthew Reade	Dir	P - Purchase	$6.23	+495	692,991	0%	+$3,084				
